id|signer|raw_glosses|glosses|words
2020-08-01/000900-001088|Signer1|人+主(=民主派) <GARBAGE> 誇張 罰 政府 香港 現在 <X> 人+大 權力 !|人 主 誇張 懲罰 政府 香港 現在 <X> 人 大 權力 | 民主派強烈譴責政府 將香港憲制陷入人大權力黑洞
2020-08-01/001195-001334|Signer1|今日 繼續 超過 一百+幾(=一百幾) 本地 傳播 病 肺+炎(=肺炎) 增加 四 人 死亡|今日 繼續 超 一 百 幾 本地 傳播 病 肺 炎 加 四 人 死亡| 今日繼續有過百宗本地病例 再多四人病逝
2020-08-01/005100-005312|Signer1|我 習慣 困難 障礙 障礙 <GARBAGE> 但 希望 部分 立+法+會+議員(=立法會議員) !|我 習慣 困難 障礙 障礙 但是 希望 部分 立 法 會 議員 | 我們都習慣困難 但都希望部分立法會議員
2020-08-01/005423-005538|Signer1|社會 發展 切斷 影響 誰 香港 這些 人|社會 發展 切斷 影響 誰 香港 這些 人| 阻止社會前進 最終受害的都是香港市民
2020-08-01/005548-005735|Signer1|擔心 外面+哪裏(=外國) 懲罰 林+月(=林鄭月娥) 感覺 回答 感覺 香港 有 處理 方法 美國 外面+哪裏(=外國)|擔心 外 哪裏 懲罰 林 月 感覺 回答 感覺 香港 有 處理 方法 美國 外 哪裏| 被問到會否擔心被西方國家制裁 林鄭月娥指特區有應對方案 有一些美方西方國家
2020-08-01/005757-006082|Signer1|這 題目 安+法規(=國安法) 加入 完 另外 借 掩飾 說 罰 提醒 香港 害 <GARBAGE> 我們 有 處理 方法 政府 香港 這|這 題目 安 法 加入 完 另 借 掩飾 說 懲罰 提醒 香港 害 我們 有 處理 方法 政府 香港 這| 藉此繼國安法後 另一個藉口攻擊香港制裁香港 或攻擊國家 我們有應對方案
2020-08-01/006104-006311|Signer1|有 <MUMBLE> 國家 這 大陸 考慮 <GARBAGE> 不能 說 香港 保護自己 國家 安全 不能|有 <MUMBLE> 國 這 內地 考慮 不能 說 香港 保護自己 國 安全 不能| 特別行政區是有一國的考慮 不能說香港不可維護國家安全
2020-08-01/006331-006426|Signer1|例如 國家 安全 另外 各式各樣 決定 不能|例如 國 安全 另 各種 決定 不能| 或不可以考慮國家 其他方面而作出的決定
2020-08-01/006440-006541|Signer1|林+月(=林鄭月娥) 公佈 外面+哪裏(=外國) <GARBAGE> 瞭解 一+國㗎+兩制(=一國兩制) 沒有|林 月 說 外 哪裏 瞭解 一 國㗎 兩 制 沒| 林鄭月娥又形容 外國沒有深刻了解一國兩制
2020-08-01/006613-006721|Signer1|政府 過程 會 外面 宣傳 努力 做 會 <MUMBLE> 報導|政府 過程 會 外 宣傳 努力 做 會 <MUMBLE> 報導| 強調特區政府會做好對外的宣傳工作
2020-08-01/009599-009971|Signer1|香港 延遲 立+法+會(=立法會) 選擇 <BAD> 德國 宣佈 暫停 香港 關於 引渡 簽約 大陸 駐 德國 説 暴力 幹擾 大陸 內 事 大陸 <BAD> 真 反對 權利 <MUMBLE> 會|香港 延遲 立 法 會 選 <BAD> 德國 說 暫停 香港 關於 引渡 簽約 內地 駐 德國 説 暴力 幹擾 內地 內 事 內地 <BAD> 真 反對 權利 <MUMBLE> 會| 香港押後立法會選舉 其中德國宣布 將暫停執行與香港之間的引渡協議 中國駐德國大使館則發聲明 稱是粗暴干涉中國內政 中方保留進一步反應權利
2020-08-01/010979-011165|Signer1|英國+外國+交流+部門(=英國外交部) 宣佈 自由 公平 選擇 對 大陸 英國 真 簽約 這 重要|英國 外國 交流 部門 說 自由 公平 選 對 內地 英國 真 簽約 這 重要| 英國外交部則發聲明 指自由及公平選舉 對於中英聯合聲明保障的高度自治
2020-08-01/011175-011490|Signer1|我 大陸 要 快 <GARBAGE> 給 開始 不要 冠狀+肺+炎(=新冠肺炎) 掩飾 說 破壞 破壞 香港 自己+管理(=自治) 歐洲+會(=歐盟) 主+有權力的人(=主席) 這 德國 外國+交流+部門(=外交部) 宣佈 暫停 引渡 簽約|我 內地 要 快 給 開始 不要 冠狀 肺 炎 掩飾 說 破壞 破壞 香港 自 管理 歐洲 會 主 有權力的人 這 德國 外國 交流 部門 說 暫停 引渡 簽約| 至關重要中方需要保證 選舉會盡快舉行 而不是以新冠肺炎為藉口 進一步破壞香港自治 作為歐盟輪任主席國的德國 外長馬斯宣布暫停執行 與香港之間的引渡協議
2020-08-01/011941-012233|Signer1|以前 暫停 完 香港 簽約 引渡 關於 大陸 駐 領事館 德國 說 延期 立+法+會(=立法會) 保護 大家 香港 人 健康 生命 安全 負責 行為|以前 暫停 完 香港 簽約 引渡 關於 內地 駐 領事館 德國 說 延後 立 法 會 保護 大家 香港 人 健康 生命 安全 負責 行為| 已經暫停執行和本港的引渡協議 中國駐德國大使館則發聲明 稱押後立法會選舉 是保護廣大香港市民健康 和生命安全的負責任之舉
2020-08-01/014087-014196|Signer1|他們 病 普通|他們 病 普通| 她們很多時病情可能很輕微
2020-08-01/014209-014492|Signer1|自己 發覺 不能 <GARBAGE> 有 另外 活動 <GARBAGE> ! 年輕 年齡 <BAD> 感染 影響 傳染 散播|自 發覺 不能 有 另 活動  年輕 年齡 <BAD> 感染 影響 傳染 散播| 不太覺得自己有病 有很多其他活動 比較活躍的年紀 變相有機會繼續傳播
2020-08-01/015850-016170|Signer1|現在 計劃 過程 社 接觸 分開 分開 這 人 政府 做 過程 <GARBAGE> 有 部分 保留 <MUMBLE> 期 期間 問題 <GARBAGE> <STOP> 等 長 時間 看 保留 能夠 一星期 兩星期 能夠|現在 計劃 過程 社 接觸 分開 分開 這 人 政府 做 過程 有 部分 保留 <MUMBLE> 期 期間 問題 <STOP> 等 長 時間 看 保留 能 一 星期 兩 星期 能| 但就算措施社交距離等 市民和政府做的事有成效 有時因為有潛伏期問題 需要一段較長時間觀望 因為潛伏期可以長至一兩星期
2020-08-01/016208-016450|Signer1|<BAD> <BAD> 變 變 機會 大 例如 散播 例如 部分 到 到 人 多 地方 有 機會 多 傳染|<BAD> <BAD> 變 變 機會 大 例如 散播 例如 部分 到 到 人 多 地方 有 機會 多 傳染| 以及基數很大 若某一些情況有傳播 例如某些個案到多人 或有機會暴露很多人的傳播
2020-08-01/016471-016630|Signer1|再 可能 機會 有 散播 誇張 會 一 進入 <MUMBLE> 英國 乘坐飛機抵達 香港 <MUMBLE> 報導|再 可能 機會 有 散播 誇張 會 一 入 <MUMBLE> 英國 乘坐飛機抵達 香港 <MUMBLE> 報導| 隨時會再大爆發 至於1宗輸入個案 患者是由英國抵港
2020-08-01/016680-016824|Signer1|一天 增加 四 冠狀+肺(=新冠肺炎) 死 合+計(=合計) 三+一(=三十一) 人 死|一 天 加 四 冠狀 肺 死亡 全部 計算 三 一 人 死亡| 單日多4名新冠肺炎確診者病逝 累計增至31人死亡
2020-08-01/018035-018213|Signer1|醫+管+屋(=醫管局) 亞+博覽+屋(=亞博館) 社+區+區+區(=社區) 物品 開始 一天 接收 二十 二十+破折號+三十(=二十至三十) 病+人(=病人)|醫 管 屋 亞 博覽 屋 社 區域 區域 區域 物品 開始 一 天 接收 二 十 二 十 至 三 十 病 人| 醫管局在亞博館的社區治療設施啟用 第一日接收20至30名患者
2020-08-01/018319-018399|Signer1|美國 主 特朗普 簽約 命令 政府 權力|美國 主 特朗普 簽約 命令 政府 權力| 特朗普表示將簽署行政命令
2020-08-01/018411-018504|Signer1|真 真 外國 A+A+P(=APP) T+I+K(=TIK)|真 真 外國 A A P T I K| 禁用音海外版TikTok9r
2020-08-01/019012-019377|Signer1|晚上 新聞 時間 醫+管+屋(=醫管局) <GARBAGE> 開始 亞+博覽+屋(=亞洲博覽館) 社+區+區+區(=社區) 分開 <GARBAGE> 物品 明天 二十 二十+破折號+三十(=二十至三十) 接收 冠狀+肺+炎(=新冠肺炎) 病+人(=病人) 現在 環境 安排 暢順 <GARBAGE> 亞+博覽+屋(=亞洲博覽館) <GARBAGE> 中午 開始|晚上 新聞 時間 醫 管 屋 開始 亞 博覽 屋 社 區域 區域 區域 分開 物品 明天 二 十 二 十 至 三 十 接收 冠狀 肺 炎 病 人 現在 環境 安排 暢順 亞 博覽 屋 中午 開始| J醫管局啟用亞洲博覽館社區治療設施 第一日接收20至30名新冠肺炎患者 局方表示運作暢順 亞博館社區治療設施中午開始運作
2020-08-01/019394-019706|Signer1|有 救護車 冠狀+肺+炎(=新冠肺炎) 病+人(=病人) <GARBAGE> 到 第一 房間 有 五百 牀 第一 先 內 一百 試 用 男 女 分開 左 右|有 救護車 冠狀 肺 炎 病 人 到 第 一 房間 有 五 百 牀 第 一 先 內 一 百 試 用 男 女 分開 左 右| 陸續有救護車送新冠肺炎確診患者抵達 一號廳內有500張病床 首階段先使用其中100張 男女病人分開左右兩邊
2020-08-01/019724-019893|Signer1|獨立 格 格 有 檯+燈(=檯燈) 鎖+箱(=儲物櫃) 桌子 高 沒有 負+氣+壓(=負氣壓) 沒有|獨立 格 格 有 檯 燈 鎖 箱 桌 高 沒 負 氣 壓 沒| 獨立病格內有槍燈儲物櫃及桌 但沒有封頂亦無負氣壓設施
2020-08-01/021259-021418|Signer1|肺+炎(=肺炎) 有 <GARBAGE> 影響 過程 社+區+區(=社區) 證明 肺+炎(=肺炎) 人 年齡 病 情況 多少|肺 炎 有 影響 過程 社 區域 區域 証實 肺 炎 人 年齡 病 情況 多少| 這都是有疫情方向 及其實社區確診者的年齡和病情
2020-08-01/021824-022130|Signer1|<MUMBLE> 大陸 命令 兩+隊+隊(=兩隊) 會 來 香港 幫忙 <GARBAGE> 處理 防止 肺+炎(=肺炎) <GARBAGE> 酸+檢測(=核酸檢測) 負責 有 加 格 牀 醫+屋(=醫院) 興建 暫時 <GARBAGE> 七 先 來 明天|<MUMBLE> 內地 命令 兩 隊 隊 會 來 香港 幫 處理 防 肺 炎 酸 檢測 負責 有 加 格 牀 醫 屋 興建 暫時 七 先 來 明天| 中央將派遣兩支支援隊來香港 協助防疫抗疫工作 分別負責核酸檢測和籌建艙醫院 七名先遣隊員明日會先抵港
2020-08-01/022745-022841|Signer1|廣+東(=廣東) 健康 委員 曾經 武漢 指揮|廣 東 健康 委員 曾經 武漢 指揮| 支援隊隊長來自廣東省衛健委 曾經擔任支援武漢醫療隊總指揮
2020-08-01/024004-024196|Signer1|國家 健康 <GARBAGE> <X> 委員 香港 情況 <GARBAGE> <BAD> 安排 大陸 哪裏 調配 <GARBAGE> 支持 會 電視廣播有限公司 報導 北+北京(=北京)|國 健康 <X> 委員 香港 情況 <BAD> 安排 內地 哪裏 調配 支持 會 電視廣播有限公司 報導 北 北京| 國家衛健委又表示 將會根據本港疫情需要 隨時抽調更多內地醫療資源支持
2020-08-01/024290-024420|Signer1|天氣+主播(=天文臺) <GARBAGE> 說 將來 兩小時 三小時 內 <MUMBLE> 一+風(=一號風球) 提醒|天氣 主播 說 未來 兩 小時 三 小時 內 <MUMBLE> 一 風 提醒| 天文台表示會在未來兩三小時內 改發一號戒備信號
2020-08-01/024892-025057|Signer1|天氣+主播(=天文臺) 估計 明天 風 減 會 雲 多 部分 下雨 風 雨 誇張 猛烈 會|天氣 主播 估計 明天 風 減 會 雲 多 部分 下雨 風 雨 誇張 猛烈 會| 天文台預測明天風勢逐漸緩和 大致多雲間中有狂風驟雨 雨勢有時頗大
2020-08-01/025203-025290|Signer1|大陸 以前 增加 四+五(=四十五) 冠狀+肺+炎(=新冠肺炎) 證明|內地 以前 加 四 五 冠狀 肺 炎 証實| 內地昨日新增四十五宗 新冠肺炎確診病例
2020-08-01/025367-025516|Signer1|新疆 增加 三+一(=三十一) 本土 傳染 病 肺+炎(=肺炎) 全部 烏+名字(=烏魯木齊)|新疆 加 三 一 本土 傳染 病 肺 炎 全部 烏 名字| 大部分是本土病例 新疆新增三十一宗本土病例 全部都在烏魯木齊市
2020-08-01/025528-025676|Signer1|新疆 合+計(=合計) 六百+三+九(=六百三十九) 證明 肺+炎(=肺炎) 名字+寧(=遼寧) 大+連(=大連) 增加 八|新疆 全部 計算 六 百 三 九 証實 肺 炎 名字 寧 大 連 加 八| 新疆累計639宗病例 遼寧大連市則再多八宗本土病例
2020-08-01/026467-026828|Signer1|日本 東京 冠狀+肺+炎(=新冠肺炎) 停止 表演 五個月 歌 表演 <BAD> 開 <GARBAGE> 吸引 多 人 到場 到場 入 觀眾 有 防禦 表演 戴口罩 配合 遠 距離遠|日本 東京 冠狀 肺 炎 停 表演 五 個 月 歌 表演 <BAD> 開 吸引 多 人 到場 到場 入 觀眾 有 防禦 表演 戴口罩 配合 遠 距離遠| 在日本東京因應新冠肺炎疫情 暫停公演五個月的歌舞伎座重開 吸引不少人前來捧場 除了入場觀眾 表演者亦依足防疫措施 戴上口罩及保持一定距離
2020-08-01/026841-027204|Signer1|一日 再 增加 四百+七+二(=四百七十二) 冠狀+肺+炎(=新冠肺炎) 繼續 三天 新 高 合+計(=合計) 一萬+三千(=一萬三千) 感染 肺+炎(=肺炎) <GARBAGE> 繼續 嚴重 大陸 <GARBAGE> 政府 認為 感覺 嚴重 沒有 <GARBAGE> 要 宣佈 緊急 情況 不用|一 日 再 加 四 百 七 二 冠狀 肺 炎 繼續 三 天 新 高 全部 計算 一 萬 三 千 感染 肺 炎 繼續 嚴重 內地 政府 認為 感覺 嚴重 沒 要 說 緊急 情況 不要| 東京單日再多472宗新冠肺炎病例 連續三日再創新高 累計逾1萬3000人染病 疫情持續嚴峻 但中央政府以重症患者較少為由 認為暫時毋須發布緊急狀態
2020-08-01/029026-029249|Signer1|全部 峴港 這 醫+屋(=醫院) 離世 峴港 這 情況 <GARBAGE> 發生 發生 發生 發生 <MUMBLE> 至今 一星期 一百 人 感染|全部 峴港 這 醫 屋 離世 峴港 這 情況 發生 發生 發生 發生 <MUMBLE> 至今 一 星期 一 百 人 感染| 全部均在峴港的醫院病逝 峴港疫情爆發一周以來 至今有逾100人染病
2020-08-01/029287-029556|Signer1|美國 政府+有權力的人(=總統) 特朗普 宣佈 <GARBAGE> 最 快 今日 等待 命令 命令 全部 不能 使用 大陸 影片 A+P+P(=APP) <BAD> T+I+K+T+O+K(=TIKTOK) 有 危險|美國 政府 有權力的人 特朗普 說 最 快 今日 等待 命令 命令 全部 不能 使用 內地 影片 A P P <BAD> T I K T O K 有 危險| 美國總統特朗普表示 最快今日稍後下令 全國禁用中國影片分享平台 抖音海外版TikTok 指TikTok對美國有安全風險
2020-08-01/030159-030338|Signer1|現在 另外 方法 <GARBAGE> 真 <GARBAGE> <X> 重複 發生 發生 發生 依然 我 看 情況 如何 過程 如何|現在 另 方法 真 <X> 重複 發生 發生 發生 依然 我 看 情況 如何 過程 如何| 我們可能採取其他行動 有多個選項但很多事正在發生 我們將看看會發生甚麼
2020-08-01/030352-030440|Signer1|現在 研究 這 A+P+P(=APP) <GARBAGE> 各式各樣|現在 研究 這 A P P 各種| 但我們正研究許多關於TikTok的方案
2020-08-01/031225-031357|Signer1|這 名字 A+P+P(=APP) 重複 <GARBAGE> 大陸 政府 全部 資料 提交 沒有|這 名字 A P P 重複 內地 政府 全部 資料 提交 沒| TikTok早前已重申 從來無向中國政府提供任何用戶數據
2020-08-01/031378-031674|Signer1|中國 評估 <GARBAGE> 真 全部 經濟 問題 <BAD> 真 政府 管理 真 一定 這 不是 一定 偷 資料 真 不是 公+開(=公開) 公+平(=公平) 歧視 不是 公+正常(=公正)|內地 評估 真 全部 經濟 問題 <BAD> 真 政府 管理 真 一定 這 不 一定 偷 資料 真 不 公 開 公 平 歧視 不 公 正常| 中方批評華府將經貿問題政治化 對中國企業做有罪推定 呼籲美方為所有企業 提供開放公平 公正和非歧視的環境
2020-08-01/031768-032077|Signer1|天氣 情況 <GARBAGE> 預測 風 暴力 東 南 山 山 部分 猛烈 風 明天 風 減少 雲 多 部分 風 雨 雨 猛烈|天氣 情況 預測 風 暴力 東 南 山 山 部分 猛烈 風 明天 風 減少 雲 多 部分 風 雨 雨 猛烈| 預測初時吹清勁至強風程度東至東南風 高地間中吹烈風 明日風勢逐漸緩和 大致多雲間中有狂風驟雨 雨勢有時頗大
2020-08-01/032099-032228|Signer1|將來 兩日+三日(=幾日) 沒有 部分 下雨 閃電 下+星期(=下星期) 下雨 減少|未來 兩 日 三 日 沒 部分 下雨 閃電 下 星期 下雨 減少|
2020-08-01/032413-032553|Signer1|<MUMBLE> 保護 屋 宣佈 估計 <GARBAGE> 康復 人 多少 請看 請看|<MUMBLE> 保護 屋 說 估計 康復 人 多少 請看 請看|
2020-08-02/000408-000497|Signer1|再 增加 一+一+五(=一百一十五) 新冠肺炎 本土 傳染 證明 肺+炎(=肺炎)|再 加 一 一 五 新冠肺炎 本土 傳染 証實 肺 炎| 再多115宗確診個案 全部屬本地病例
2020-08-02/000659-000838|Signer1|大陸 酸+檢測(=核酸檢測) 幫忙 隊 隊 先 隊 回來 香港 <GARBAGE> C 公佈 <GARBAGE> 幫忙 幫忙 增加 檢測 能夠|內地 酸 檢測 幫 隊 隊 先 隊 回來 香港 C 說 幫 幫 加 檢測 能| 內地核酸檢測支援隊 先遣隊員抵港 陳肇始說將有助大幅增加檢測量
2020-08-02/000943-001179|Signer1|澳洲 名字 亞 <GARBAGE> 肺+熱炎(=肺炎) 嚴重 要 公佈 緊急 危險 <GARBAGE> 真 名字 米 <BAD> <BAD> 名字 明|澳洲 名字 亞 肺 熱炎 嚴重 要 說 緊急 危險 真 名字 米 <BAD> <BAD> 名字 明| 澳洲維多利亞州 因應疫情嚴重 宣布進入災難狀態 墨爾本實施宵禁
2020-08-02/001263-001490|Signer1|! 名字 <GARBAGE> <MUMBLE> 請看 冠狀+肺+炎(=新冠肺炎) 增加 數 一天 十二 <GARBAGE> 超過 一百 一+一+五(=一百一十五) 新 內 全部 本土 傳染| 名字 <MUMBLE> 請看 冠狀 肺 炎 加 數 一 天 十 二 超 一 百 一 一 五 新 內 全部 本土 傳染| 本港新增新冠肺炎確診宗數 連續第十二日過百 115宗新個案中 全部都屬本地感染
2020-08-02/001504-001670|Signer1|一 檢測 沒有+事(=沒事) 女 誤會 錯 他 亞洲+博物館(=亞博館) 送院 醫療+管理+家(=醫管局) 說 抱歉|一 檢測 沒 事 女 誤會 錯 他 亞洲 博物館 送院 醫療 管理 家 說 抱歉| 一名檢測呈陰性的女子 被錯誤送到亞博館社區治療設施 醫管局致歉
2020-08-02/002847-003064|Signer1|房間 內 三 病+人(=病人) 住 房 房 房 不同 他們仨 接觸 沒有|房間 內 三 病 人 住 房 房 房 不同 他們仨 接觸 沒| 至於病房中三個病人 由於他們住在不同病格 三個病人亦無接觸
2020-08-02/004782-004911|Signer1|程序 內 有 錯誤 錯誤 錯誤|程序 內 有 錯誤 錯誤 錯誤| 在程序上都有些做得不是
2020-08-02/005573-005722|Signer1|馬+美麗+醫+屋(=瑪麗醫院) 冠狀+肺+炎(=新冠肺炎) 病 死亡 合共 死 死 死 合共 計算 三+四(=三十四)|馬 美麗 醫 屋 冠狀 肺 炎 病 死亡 全部 死亡 死亡 死亡 全部 計算 三 四| 瑪麗醫院一名新冠肺炎患者離世 累計增至34人死亡
2020-08-02/005741-006017|Signer1|年齡 九+四(=九十四) 男 中午 死亡 <BAD> 住 哪裏 牛+彎 彩虹+屋+屋(=彩虹邨) 長+病(=長期病患) 有 七+月+一+四(=七月十四日) 證明 肺+炎(=肺炎) 有 咳嗽 流鼻水|年齡 九 四 男 中午 死亡 <BAD> 住 哪裏 牛 彎 彩虹 屋 屋 長 病 有 七 月 一 四 証實 肺 炎 有 咳嗽 流鼻水| 該名94歲男患者於中午離世 他住在牛池灣彩虹邨 院方指他有長期病患 上月十四日確診 並有咳嗽及流鼻水病徵
2020-08-02/006032-006136|Signer1|病+人(=病人) 現在 情況 退步 <GARBAGE> 繼續 今日 中午 死亡|病 人 現在 情況 退步 繼續 今日 中午 死亡| 病人情況持續惡化 延至今目中午病逝
2020-08-02/006188-006548|Signer1|回來 香港 幫忙 <GARBAGE> 酸+化驗(=核酸檢測) <GARBAGE> 興建 <GARBAGE> 名字 方 方 臨時 醫+屋(=醫院) <GARBAGE> 兩 隊 隊 現在 內 七 七人來到 今天 食物+衞生+屋+有權力的人(=食物及衞生局局長) 名字+C(=陳肇始) 説 增加 幫我 能夠 檢測|回來 香港 幫 酸 化驗 興建 名字 方 方 臨時 醫 屋 兩 隊 隊 現在 內 七 七 人 來到 今 食物 衞生 屋 有權力的人 名字 C 説 加 幫我 能 檢測| 來港協助本港進行核酸檢測 及籌建方艙醫院的兩支內地支援隊 其中七名先遣隊員今日抵港 食物及衞生局局長陳肇始表示 將有助大幅增加檢測量
2020-08-02/007009-007113|Signer1|全日 國家 名字 蘇 中+聯絡+負責(=中聯辦) 副+有權力的人(=副主任) 名|全日 國 名字 蘇 中 聯絡 負責 副 有權力的人 名字| 全國政協蘇長榮 中聯辦副主任仇鴻
2020-08-02/007651-007760|Signer1|聯絡 資料 指揮 機+組識(=機構) 完成 完 現在 準備 完成 完|聯絡 資料 指揮 機 組識 完成 完 現在 準備 完成 完| 同時我們把聯絡指揮機構 也完善起來了 可以說我們現在是全部準備好
2020-08-02/007774-008011|Signer1|幫忙 香港 興建 臨時 名字 名字 方 方 方 護士+屋(=醫院) 九 武漢 經驗 經驗 年 年 專業 包括 護士 醫生 建築 專業 專業 設計|幫 香港 興建 臨時 名字 名字 方 方 方 護士 屋 九 武漢 經驗 經驗 年 年 專業 包括 護士 醫生 建築 專業 專業 設計| 至於協助本港籌建方艙醫院的方艙隊 6名由武漢 有方艙醫院實戰經驗的專家 包括醫護建築及設計專家及
2020-08-02/008032-008383|Signer1|! 香港 一起 合作 這 <BAD> 臨時 護士+屋(=醫院) 興建 完成 <GARBAGE> 武漢 經驗 經驗 防止 防止 抗議 <GARBAGE> 生病 經驗 年 年 甚麼 <BAD> 整理 資料 完成 跟 香港 法+規則(=法律)| 香港 一起 合作 這 <BAD> 臨時 護士 屋 興建 完成 武漢 經驗 經驗 防 防 抗議 生病 經驗 年 年 甚麼 <BAD> 整理 資料 完成 跟 香港 法 規則| 要跟香港的同道一起 把這個方艙把它建設好 把我們武漢抗疫過程的一些經驗 進行重新整理 在遵守香港法律法規的前提下
2020-08-02/008401-008489|Signer1|<BAD> 專業 <BAD> 指揮 支持|<BAD> 專業 <BAD> 指揮 支持| 進行專業支持和指導
2020-08-02/008956-009069|Signer1|這 要 大 檢測 檢測 數量 做 齊 可以|這 要 大 檢測 檢測 數量 做 齊 能| 這些其實都是需要有一個好大的檢測量 才可做到
2020-08-02/009093-009229|Signer1|! 全部 人 檢測 要不要 他 小心 考慮 研究 優次 怎樣| 全部 人 檢測 要不要 他 小心 考慮 研究 優次 怎樣| 至於會否做全民檢測 她說要小心考慮及研究檢測優次
2020-08-02/009294-009645|Signer1|亞洲+博物館(=亞博館) 這 社會+區+區+區(=社區) 開始 第二日 <GARBAGE> 接受 合共 三+一(=三十一) 新+冠狀+肺+炎(=新冠肺炎) 生病 <GARBAGE> 醫+管理+屋(=醫管局) 政府+指揮+有權力的人(=行政總監) 名字 亞洲 分開 評估 減少 入院 時間 久等 !|亞洲 博物館 這 社會 區域 區域 區域 開始 第 二 日 接受 全部 三 一 新 冠狀 肺 炎 生病 醫 管理 屋 政府 指揮 有權力的人 名字 亞洲 分開 評估 減少 入院 時間 久等 | 亞博館社區治療設施啟用第二日 至今共接收31個新冠肺炎病人 醫管局行政總裁高拔陞指 確診者經亞博館分流和評估 可減低等候入醫院的時間
2020-08-02/010017-010199|Signer1|亞洲+博物館(=亞博館) 開始 完成 增加 五百 牀 <GARBAGE> 另外 魚+門(=鯉魚門) 一樣 有 幾 一百 <MUMBLE>|亞洲 博物館 開始 完成 加 五 百 牀 另 魚 門 一 樣 有 幾 一 百 <MUMBLE>| 開了亞博館之後 因為多了五百個位 另外鯉魚門都有數百個位
2020-08-02/010209-010303|Signer1|博物館 <BAD> 亞洲 這 能夠 分開 評估 能夠|博物館 <BAD> 亞洲 這 能 分開 評估 能| 另外就是亞博館可以做分流和評估
2020-08-02/011105-011421|Signer1|最近 一星期 發現 發現 <GARBAGE> 醫生 護士 內 壓力 減+少(=減少) 有 例如 甚麼 普通 普通 門+室(=門診) 或者 緊急+入院+醫(=急診室) 內 檢查 <GARBAGE> 人+數(=人數) 減少 完 少|最近 一 星期 發現 發現 醫生 護士 內 壓力 減 少 有 例如 甚麼 普通 普通 門 室 或者 緊急 入院 醫 內 檢測 人 數 減少 完 少| 相對上我們最近一星期見到 對醫院檢測量的壓力減少了些 比如是去我們普通科門診 或急症室做檢測的市民數字少了
2020-08-02/011885-012008|Signer1|現在 防止 肺+炎(=肺炎) 管理 治療 <GARBAGE> 各式各樣 有 信+心(=信心) 電視廣播有限公司 記者|現在 防 肺 炎 管理 治療 各種 有 信 心 電視廣播有限公司 記者| 對目前的防疫及治療方案仍有信心
2020-08-02/012727-012824|Signer1|五日 內 檢測 一+二+三+四(=四次) 酸+檢測(=核酸檢測) 好像 喫飯 簡單|五 日 內 檢測 一 二 三 四 酸 檢測 好像 喫飯 簡單| 我上星期在這裡 五日做了四次核酸測試 好像吃飯一樣簡單
2020-08-02/012840-012919|Signer1|! 張口 <GARBAGE> 做 完成 完| 張口 做 完成 完| 張大口做好了
2020-08-02/013702-013838|Signer1|其實 這 樣本 這 安排 要+求(=要求) 能夠 做 齊|其實 這 樣本 這 安排 要 求 能 做 齊| 到底這些樣本採集的過程是否符合標準 甚至採樣的人
2020-08-02/013852-014081|Signer1|人 這 個人 可能 誤會 錯 例如 家+家內有四人(=一家四口) 樣本 拿四個樣本瓶回家 <GARBAGE> 弄亂 調轉樣本瓶 可能|人 這 個人 可能 誤會 錯 例如 家 家內有 四 人 樣本 取 四 個 樣本瓶回家 弄亂 調轉樣本瓶 可能| 身份都可能有出入 例如一家四口拿了四個瓶子回家 可能會調轉了樣本
2020-08-02/014120-014395|Signer1|! 存放 安排 <GARBAGE> 污染 會 香港 三+月 曾經 調轉 弄亂 病+人(=病人) <GARBAGE> 曾經 L+O(=盧) 公佈 深圳 醫+屋(=醫院) 這 機器| 存放 安排 污染 會 香港 三 月 曾經 調轉 弄亂 病 人 曾經 L O 說 深圳 醫 屋 這 機器| 留樣本的過程也可能污染周圍的環境 香港在三月曾發生調亂病人樣本的事故 盧寵茂表示 他們在深圳的醫院利用儀器
2020-08-02/015658-015905|Signer1|澳洲 名字 亞 肺+炎(=肺炎) 增加 政府 宣佈 <GARBAGE> <BAD> 危險 <GARBAGE> 嚴重 危險 <GARBAGE> 晚 禁止 逛街 <GARBAGE> 嚴格 限制|澳洲 名字 亞 肺 炎 加 政府 說 <BAD> 危險 嚴重 危險 晚 禁止 逛街 嚴格 限制| 澳洲維多利亞州疫情升溫 州政府宣布進入災難狀態 墨爾本即晚起實施宵禁 民眾外出亦受到嚴格限制
2020-08-02/016197-016404|Signer1|麥 這 地方 多+亞(=維多利亞) <GARBAGE> 肺+炎(=肺炎) 嚴重 宣佈 危險 <GARBAGE> 現在 麥 嚴重 六時 開始|麥 這 地方 多 亞 肺 炎 嚴重 說 危險 現在 麥 嚴重 六 時 開始| 墨爾本所在的維多利亞州 鑑於新冠肺炎疫情嚴峻 宣布進入災難狀態 重災區墨爾本即日傍晚六時生效
2020-08-02/018104-018293|Signer1|南+韓國(=南韓) 增加 三十 證明 肺+炎(=肺炎) 內 八 傳染 本土 傳染 繼續 兩天 <BAD> 一 數|南 韓國 加 三 十 証實 肺 炎 內 八 傳染 本土 傳染 繼續 兩 天 <BAD> 一 數| 南韓新增30人確診 其中只有8宗是本地感染 是連續第二日
